Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2022-12-23,Baywatch,2017,https://boxd.it/3zcNGt,2.5,,,2022-12-22
2022-12-24,Glass Onion,2022,https://boxd.it/3zk9Hn,4,,,2022-12-23
2022-12-25,Spirited,2022,https://boxd.it/3zGMrd,4,,,2022-12-24
2022-12-26,Die Hard,1988,https://boxd.it/3A0FPx,4,,,2022-12-25
2022-12-26,The Shop Around the Corner,1940,https://boxd.it/3AdbZD,4.5,,,2022-12-25
2023-01-03,A Single Man,2009,https://boxd.it/3DmWbZ,4,,,2023-01-02
2023-01-04,Don't Worry Darling,2022,https://boxd.it/3DDWNj,2.5,,,2023-01-03
2023-01-05,The Harder They Fall,2021,https://boxd.it/3EcTtF,,,,2023-01-04
2023-01-08,The Pink Panther 2,2009,https://boxd.it/3Fhdd5,3,,,2023-01-07
2023-01-09,Speed Racer,2008,https://boxd.it/3FBPm5,3.5,,,2023-01-08
2023-01-10,To Have and Have Not,1944,https://boxd.it/3G8JfN,3.5,,,2023-01-09
2023-01-11,Clueless,1995,https://boxd.it/3GxlcF,3.5,,,2023-01-10
2023-01-14,The Fabelmans,2022,https://boxd.it/3Hoamv,4.5,,,2023-01-13
2023-01-21,Bluesman,2018,https://boxd.it/3JK7UV,,,,2023-01-20
2023-01-27,RoboCop,1987,https://boxd.it/3LzhTf,4,,,2023-01-26
2023-01-27,West Side Story,1961,https://boxd.it/3LFUMz,4,,,2023-01-26
2023-01-28,RRR,2022,https://boxd.it/3LR89X,5,,,2023-01-27
2023-01-31,King Arthur: Legend of the Sword,2017,https://boxd.it/3MXGdv,2,,,2023-01-30
2023-02-01,Babylon,2022,https://boxd.it/3Nfui5,4,,,2023-01-31
2023-02-02,Morbius,2022,https://boxd.it/3NsM7v,2,,,2023-02-01
2023-02-02,The Big Sleep,1946,https://boxd.it/3NBQdl,4,,,2023-02-01
2023-02-03,Along Came Polly,2004,https://boxd.it/3NJfBr,3,,,2023-02-02
2023-02-04,Escape from New York,1981,https://boxd.it/3NZDmn,3.5,,,2023-02-03
2023-02-06,Fantastic Mr. Fox,2009,https://boxd.it/3OUYdP,4,,,2023-02-05
2023-02-07,Duck Soup,1933,https://boxd.it/3P2UqV,2.5,,,2023-02-06
2023-02-07,Chef,2014,https://boxd.it/3PalZn,2.5,,,2023-02-06
2023-02-08,"I, Tonya",2017,https://boxd.it/3Pn4WR,4,,,2023-02-07
2023-02-10,Puss in Boots: The Last Wish,2022,https://boxd.it/3PR2Xt,3.5,,,2023-02-09
2023-02-11,Pearl,2022,https://boxd.it/3Qa60t,4,Yes,,2023-02-10
2023-02-15,Emma.,2020,https://boxd.it/3Rb2VB,3,,,2023-02-14
2023-02-23,Ant-Man and the Wasp: Quantumania,2023,https://boxd.it/3TtHy3,2.5,,,2023-02-22
2023-02-25,The Banshees of Inisherin,2022,https://boxd.it/3U3rQx,3.5,,,2023-02-24
2023-02-27,Eastern Promises,2007,https://boxd.it/3UFl6p,4,,,2023-02-26
2023-03-02,Adventure Time,2007,https://boxd.it/3VqZ4x,,,,2023-03-01
2023-03-02,The Whale,2022,https://boxd.it/3VskIv,4,,,2023-03-01
2023-03-11,Black Panther: Wakanda Forever,2022,https://boxd.it/3XVEcP,3,Yes,,2023-03-10
2023-03-12,The Unbearable Weight of Massive Talent,2022,https://boxd.it/3Y740n,3.5,,,2023-03-11
2023-03-13,Unforgiven,1992,https://boxd.it/3Yz0Yp,4,,,2023-03-12
2023-03-20,Niagara,1953,https://boxd.it/40zji1,,,,2023-03-19
2023-03-24,John Wick: Chapter 4,2023,https://boxd.it/41wZ2H,,,,2023-03-23
2023-03-26,The Whale,2022,https://boxd.it/424PXL,4,Yes,,2023-03-25
2023-04-04,We Can Do It,1970,https://boxd.it/44AOCf,,,,2023-04-04
2023-04-04,Meet King Joe,1949,https://boxd.it/44AWCx,,,,2023-04-04
2023-04-07,Star Wars: Episode I – The Phantom Menace,1999,https://boxd.it/45iSl1,,Yes,,2023-04-06
2023-04-08,Star Wars: Episode II – Attack of the Clones,2002,https://boxd.it/45oEQ7,,Yes,,2023-04-07
2023-04-08,The Super Mario Bros. Movie,2023,https://boxd.it/45zQRj,,,,2023-04-07
2023-04-20,Perfect Blue,1997,https://boxd.it/48N4kB,4.5,,,2023-04-19
2023-04-21,Mystic River,2003,https://boxd.it/49beJT,4,,,2023-04-21
2023-04-24,Free Guy,2021,https://boxd.it/49SiBZ,3,,,2023-04-23
2023-04-24,Chicken Little,1943,https://boxd.it/4a3DAv,,,,2023-04-23
2023-04-25,Black and White,1932,https://boxd.it/4aejJJ,,,,2023-04-24
2023-04-29,Inside the Mind of a Cat,2022,https://boxd.it/4bkUOn,3,,,2023-04-28
2023-05-05,Return of the Jedi,1983,https://boxd.it/4cWNE1,5,Yes,,2023-05-04
2023-05-06,The Spy Who Dumped Me,2018,https://boxd.it/4dbE4D,,,,2023-05-05
2023-05-06,Pitch Perfect,2012,https://boxd.it/4ddkzl,,Yes,,2023-05-05
2023-05-07,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/4drCYr,4,,,2023-05-06
2023-05-08,The Bridges of Madison County,1995,https://boxd.it/4dPkk7,,,,2023-05-07
2023-05-18,Turning Red,2022,https://boxd.it/4geOvH,4,,,2023-05-18
2023-05-21,Midnight in Paris,2011,https://boxd.it/4gTkQd,,,,2023-05-20
2023-05-23,The Pianist,2002,https://boxd.it/4hn4NH,,,,2023-05-22
2023-05-24,Steven Universe: The Movie,2019,https://boxd.it/4hGzgx,,,,2023-05-23
2023-05-25,Gangs of New York,2002,https://boxd.it/4hPbI1,,,,2023-05-24
2023-05-27,Soylent Green,1973,https://boxd.it/4igRkJ,,,,2023-05-26
2023-05-28,Mamma Mia!,2008,https://boxd.it/4iBzZh,,,,2023-05-27
2023-05-29,Piece of Cake,2022,https://boxd.it/4iJixr,,,,2023-05-28
2023-05-29,Jennifer's Body,2009,https://boxd.it/4iTyrJ,,,,2023-05-28
2023-05-31,Sing,2016,https://boxd.it/4jhRLB,,,,2023-05-30
2023-06-02,Heavy Metal,1981,https://boxd.it/4jOpYD,,,,2023-06-01
2023-06-03,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/4kbWnB,,,,2023-06-02
2023-06-05,"Crazy, Stupid, Love.",2011,https://boxd.it/4kIySL,,,,2023-06-04
2023-06-06,The Bleeding Edge,2018,https://boxd.it/4kZup5,,,,2023-06-05
2023-06-18,Black Mirror: Joan Is Awful,2023,https://boxd.it/4o74rR,,,,2023-06-15
2023-06-18,Black Mirror: Loch Henry,2023,https://boxd.it/4o74SD,,,,2023-06-17
2023-06-18,The Little Mermaid,2023,https://boxd.it/4oaQj3,3.5,,,2023-06-17
2023-06-19,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/4oxgRz,4,Yes,,2023-06-18
2023-06-20,The Flash,2023,https://boxd.it/4oUawr,3.5,,,2023-06-19
2023-06-21,"Love, Death & Robots: Zima Blue",2019,https://boxd.it/4p6XoF,,Yes,,2023-06-20
2023-06-26,Black Mirror: Beyond the Sea,2023,https://boxd.it/4qskZv,,,,2023-06-24
2023-06-27,Black Mirror: Mazey Day,2023,https://boxd.it/4qMFrp,,,,2023-06-25
2023-06-27,Black Mirror: Demon 79,2023,https://boxd.it/4qMFFr,,,,2023-06-26
2023-06-27,Pride & Prejudice,2005,https://boxd.it/4qMODp,,,,2023-06-26
2023-06-29,Exit Strategy,2018,https://boxd.it/4rr9Ib,,,,2023-06-28
2023-07-01,Regulation,2019,https://boxd.it/4rRii9,,,,2023-06-30
2023-07-01,The Replacement,2018,https://boxd.it/4rZcpT,,,,2023-06-30
2023-07-01,A Date in 2025,2017,https://boxd.it/4rZn6D,,,,2023-06-30
2023-07-01,Satisfaction Guaranteed,2019,https://boxd.it/4rZwJz,,,,2023-06-30
2023-07-03,CTRL Z,2017,https://boxd.it/4sClv5,,,,2023-07-02
2023-07-05,Ed Wood,1994,https://boxd.it/4t9Eu7,,,,2023-07-04
2023-07-09,Avengers: Endgame,2019,https://boxd.it/4upYFP,,Yes,,2023-07-08
2023-07-10,Animated hero classics - Helen Keller,1996,https://boxd.it/4uFFuv,,,,2023-07-09
2023-07-10,"Love, Death & Robots: Ice",2021,https://boxd.it/4uGT9D,,Yes,,2023-07-09
2023-07-10,Nimona,2023,https://boxd.it/4uKjkX,,,,2023-07-09
2023-07-17,The Hunger Games,2012,https://boxd.it/4wJDUd,,Yes,,2023-07-16
2023-07-17,Grown Ups 2,2013,https://boxd.it/4wRzWF,,Yes,,2023-07-16
2023-07-18,Bad Peter,2018,https://boxd.it/4x7x65,,,,2023-07-17
2023-07-21,The Hunger Games: Catching Fire,2013,https://boxd.it/4y237L,,Yes,,2023-07-20
2023-07-31,Barbie,2023,https://boxd.it/4Cj7zJ,,,,2023-07-20
2023-07-24,Isle of Dogs,2018,https://boxd.it/4zghPf,4,,,2023-07-22
2023-07-24,Meow,1981,https://boxd.it/4zsHHb,,,,2023-07-23
2023-07-25,The Color Purple,1985,https://boxd.it/4zYVKH,,,,2023-07-24
2023-07-27,Small Fry,2011,https://boxd.it/4AOddj,,,,2023-07-26
2023-07-30,Coco,2017,https://boxd.it/4BUVpJ,5,Yes,,2023-07-29
2023-07-30,The Little Cars in the Great Race,2006,https://boxd.it/4BVWUP,,,,2023-07-29
2023-07-31,Oppenheimer,2023,https://boxd.it/4CgNiz,,,,2023-07-30
2023-07-31,Sideral,2021,https://boxd.it/4CmU0f,,,,2023-07-30
2023-08-02,2001: A Space Odyssey,1968,https://boxd.it/4D3EB1,,,,2023-08-01
2023-08-05,True Lies,1994,https://boxd.it/4DT1KH,5,,,2023-08-04
2023-08-07,Toc Toc,2017,https://boxd.it/4EBN1N,4,,,2023-08-06
2023-08-07,Blockers,2018,https://boxd.it/4EFzrZ,,,,2023-08-06
2023-08-07,Joy Ride,2023,https://boxd.it/4EKOJT,,,,2023-08-06
2023-08-08,Fala Brasília,1966,https://boxd.it/4F2kE1,,,,2023-08-07
2023-08-08,Idiocracy,2006,https://boxd.it/4F5pnv,2.5,,,2023-08-07
2023-08-09,Blade Runner,1982,https://boxd.it/4FpsC9,,Yes,,2023-08-08
2023-08-10,Xuxinha and Guto Against the Space Monsters,2005,https://boxd.it/4FLjP3,,Yes,,2023-08-09
2023-08-10,The Lost World: Jurassic Park,1997,https://boxd.it/4FScrd,3,,,2023-08-10
2023-08-12,"Red, White & Royal Blue",2023,https://boxd.it/4GjFTz,3.5,,,2023-08-11
2023-08-13,7 Days in Hell,2015,https://boxd.it/4GIBP9,4.5,,,2023-08-12
2023-08-14,Mars Attacks!,1996,https://boxd.it/4H1a6z,3,,,2023-08-13
2023-08-15,Asteroid City,2023,https://boxd.it/4HpkjB,3,,,2023-08-14
2023-08-20,Oxygen,2021,https://boxd.it/4IXnh1,3.5,,,2023-08-19
2023-08-23,Blade Runner 2049,2017,https://boxd.it/4JXFh3,,Yes,,2023-08-22
2023-08-27,The Storytellers,2003,https://boxd.it/4KThA7,3.5,,,2023-08-26
2023-08-28,High Fidelity,2000,https://boxd.it/4LrjKL,2,,,2023-08-27
2023-08-29,A Separation,2011,https://boxd.it/4LIWib,4.5,,,2023-08-28
2023-08-29,Predestination,2014,https://boxd.it/4LMg03,,Yes,,2023-08-28
2023-08-30,Pictures of Ghosts,2023,https://boxd.it/4M28Up,,,,2023-08-29
2023-09-03,Adam: The Mirror,2017,https://boxd.it/4N7pd7,,,,2023-09-02
2023-09-03,Animated hero classics - Helen Keller,1996,https://boxd.it/4N7qRn,,Yes,,2023-09-02
2023-09-03,Lion,2016,https://boxd.it/4NbFMl,5,,,2023-09-02
2023-09-04,Death on the Nile,2022,https://boxd.it/4NvN3t,,,,2023-09-03
2023-09-08,Snow White and the Seven Dwarfs,1937,https://boxd.it/4OKLCb,,Yes,,2023-09-07
2023-09-09,The Grand Budapest Hotel,2014,https://boxd.it/4ON2pH,4.5,Yes,,2023-09-08
2023-09-10,The Worst Person in the World,2021,https://boxd.it/4P6r0b,,,,2023-09-09
2023-09-10,Tour de Pharmacy,2017,https://boxd.it/4Pf6j5,,,,2023-09-09
2023-09-11,The Hidden,1987,https://boxd.it/4PtN2T,,,,2023-09-10
2023-09-12,My Mom Is a Character,2013,https://boxd.it/4PTPXT,,,,2023-09-11
2023-09-14,Jardim Nova Bahia,1971,https://boxd.it/4QibVD,,,,2023-09-13
2023-09-14,O Porto de Santos,1978,https://boxd.it/4QioSH,,,,2023-09-13
2023-09-15,In Bruges,2008,https://boxd.it/4QFDnl,,,,2023-09-14
2023-09-16,El Conde,2023,https://boxd.it/4QNJc5,,,,2023-09-15
2023-09-16,Choose Love,2023,https://boxd.it/4R1FFZ,1.5,,,2023-09-16
2023-09-18,Hacksaw Ridge,2016,https://boxd.it/4Ryhwv,5,,,2023-09-17
2023-09-20,Rye Lane,2023,https://boxd.it/4S4sxD,,,,2023-09-19
2023-09-21,Elemental,2023,https://boxd.it/4SeJt9,,,,2023-09-20
2023-09-21,No Hard Feelings,2023,https://boxd.it/4Si1Vh,,,,2023-09-20
2023-09-23,Sound of Freedom,2023,https://boxd.it/4SSVWH,,,,2023-09-22
2023-09-24,Sing 2,2021,https://boxd.it/4T1Sk9,,,,2023-09-23
2023-09-25,Bottoms,2023,https://boxd.it/4TpoTr,,,,2023-09-24
2023-09-26,Floating,2018,https://boxd.it/4TNDRj,,,,2023-09-25
2023-09-26,The Give And Take,2018,https://boxd.it/4TNOgt,,,,2023-09-25
2023-09-26,Down To Earth,2021,https://boxd.it/4TNSSV,,,,2023-09-25
2023-09-28,Shaolin Soccer,2001,https://boxd.it/4Uko1N,,,,2023-09-27
2023-09-28,Brilhante,2021,https://boxd.it/4Ul7Gh,,,,2023-09-27
2023-09-29,Strange Way of Life,2023,https://boxd.it/4UyKwB,,,,2023-09-28
2023-09-30,The Creator,2023,https://boxd.it/4UWhgH,,,,2023-09-29
2023-10-02,The Rat Catcher,2023,https://boxd.it/4VpHsH,,,,2023-09-30
2023-10-02,Bodies Bodies Bodies,2022,https://boxd.it/4Vt5N1,,,,2023-10-01
2023-10-03,Saw X,2023,https://boxd.it/4VZ0AF,,,,2023-10-02
2023-10-04,Creepshow,1982,https://boxd.it/4Wk5Vb,,,,2023-10-03
2023-10-05,Army of Darkness,1992,https://boxd.it/4Ww9ir,,,,2023-10-04
2023-10-05,Passenger,2022,https://boxd.it/4WFrxn,,,,2023-10-04
2023-10-05,The Misadventures of Sir Percival,2022,https://boxd.it/4WFrRR,,,,2023-10-04
2023-10-05,Roach,2020,https://boxd.it/4WFshZ,,,,2023-10-04
2023-10-06,Don't Breathe,2016,https://boxd.it/4WLRqz,,,,2023-10-05
2023-10-06,Hostel,2005,https://boxd.it/4WNnyx,,,,2023-10-05
2023-10-06,Carrie,1976,https://boxd.it/4WSxU9,,,,2023-10-05
2023-10-07,Drag Me to Hell,2009,https://boxd.it/4X4lwt,,,,2023-10-06
2023-10-08,The Black Cat,1934,https://boxd.it/4Xxo1B,,,,2023-10-07
2023-10-18,The Witches,1990,https://boxd.it/50Y9NV,,,,2023-10-17
2023-10-19,Alien: Covenant,2017,https://boxd.it/51asnr,,,,2023-10-18
2023-10-20,Saw,2003,https://boxd.it/51uBv5,,,,2023-10-19
2023-10-21,The Big Shave,1967,https://boxd.it/51GypH,,,,2023-10-20
2023-10-22,Winnie the Pooh: Blood and Honey,2023,https://boxd.it/52bIm1,,,,2023-10-21
2023-10-23,Midnight Mass,2021,https://boxd.it/52uVWz,,,,2023-10-22
2023-10-24,Phantom of the Paradise,1974,https://boxd.it/52UYqN,,,,2023-10-23
2023-10-29,Star Wars: Episode III – Revenge of the Sith,2005,https://boxd.it/54x9c3,,Yes,,2023-10-28
2023-11-02,Star Wars,1977,https://boxd.it/565Qyj,3.5,Yes,,2023-11-01
2023-11-04,The Empire Strikes Back,1980,https://boxd.it/56Ijcd,4.5,Yes,,2023-11-03
2023-11-06,Double Date,2020,https://boxd.it/57qvZp,,,,2023-11-05
2023-11-07,Master & Apprentice: A Special Look at Ahsoka,2023,https://boxd.it/57FTgt,,,,2023-11-06
2023-11-08,Gen V - Prime Premiere,2023,https://boxd.it/580mq3,,,,2023-11-07
2023-11-12,Return of the Jedi,1983,https://boxd.it/59bgkz,4,Yes,,2023-11-11
2023-11-14,In the Mood for Love,2000,https://boxd.it/59V4Ht,,,,2023-11-13
2023-11-15,The Killer,2023,https://boxd.it/5acDAh,,,,2023-11-14
2023-11-16,Happy Together,1997,https://boxd.it/5avOrD,,,,2023-11-15
2023-11-20,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/5bMQXJ,3.5,,,2023-11-19
2023-11-22,Horrible Bosses,2011,https://boxd.it/5ck8hd,,,,2023-11-21
2023-11-27,At the End of the Tunnel,2016,https://boxd.it/5e3HNH,,,,2023-11-25
2023-11-28,Dungeons & Dragons: Honor Among Thieves,2023,https://boxd.it/5erNTT,,,,2023-11-27
2023-11-30,All About Eve,1950,https://boxd.it/5fdbHh,,,,2023-11-29
2023-12-02,The World Cup in Recife,2014,https://boxd.it/5fFzK1,,,,2023-12-01
2023-12-04,The Astronauts,1959,https://boxd.it/5gpZUj,,,,2023-12-03
2023-12-04,The Dads,2023,https://boxd.it/5gqsXL,,,,2023-12-03
2023-12-07,Past Lives,2023,https://boxd.it/5hxc73,4.5,,,2023-12-06
2023-12-08,Os Saltimbancos Trapalhões,1981,https://boxd.it/5hQOoJ,,,,2023-12-07
2023-12-10,Roma,2018,https://boxd.it/5ilZGr,,,,2023-12-09
2023-12-14,Amor Maldito,1984,https://boxd.it/5k2kaf,,,,2023-12-13
2023-12-15,Cat Burglar,2022,https://boxd.it/5k9kOD,,,,2023-12-14
2023-12-16,May December,2023,https://boxd.it/5kr0sN,3,,,2023-12-15
2023-12-16,Kung Fu Panda 3,2016,https://boxd.it/5kC56f,,,,2023-12-15
2023-12-18,Leo,2023,https://boxd.it/5lsKWZ,,,,2023-12-17
2023-12-18,Heart Shot,2022,https://boxd.it/5lBALP,,,,2023-12-17
2023-12-21,Good Time,2017,https://boxd.it/5mJMwx,,,,2023-12-21
2023-12-22,Home Alone 2: Lost in New York,1992,https://boxd.it/5mYtZZ,,,,2023-12-21
2023-12-25,Maestro,2023,https://boxd.it/5o3Jg1,3,,,2023-12-24
2023-12-25,A Christmas Story,1983,https://boxd.it/5o66cl,,,,2023-12-24
2023-12-26,Miracle on 34th Street,1947,https://boxd.it/5oCLgx,,,,2023-12-25
2023-12-26,It's a Wonderful Life,1946,https://boxd.it/5oSRbv,5,Yes,,2023-12-25
2023-12-27,Top Gun: Maverick,2022,https://boxd.it/5pubrn,,,,2023-12-26
2023-12-28,Saltburn,2023,https://boxd.it/5q3LFb,3,,,2023-12-27
2024-01-02,The Secret Life of Walter Mitty,2013,https://boxd.it/5sZ0Op,3.5,,,2024-01-01
2024-01-03,Dune,1984,https://boxd.it/5tHxB7,3,,,2024-01-02
2024-01-04,Face/Off,1997,https://boxd.it/5uhz6n,2.5,,,2024-01-03
2024-01-04,The Holdovers,2023,https://boxd.it/5uqrYz,4,,,2024-01-03
2024-01-05,Do the Right Thing,1989,https://boxd.it/5uWTIj,4,,,2024-01-04
2024-01-06,Godzilla Minus One,2023,https://boxd.it/5vBHvf,4,,,2024-01-05
2024-01-08,Rafiki,2018,https://boxd.it/5x6jqL,3.5,,,2024-01-07
2024-01-09,Dead Poets Society,1989,https://boxd.it/5xFYlH,4,,,2024-01-08
2024-01-10,Jerry Maguire,1996,https://boxd.it/5xXbfB,,,,2024-01-09
2024-01-11,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,1972,https://boxd.it/5yHXwn,,,,2024-01-10
2024-01-11,Priscilla,2023,https://boxd.it/5yOyoH,4,,,2024-01-10
2024-01-12,"Chico Bento, Óia a Onça!",1990,https://boxd.it/5z9siP,,,,2024-01-11
2024-01-13,Beautiful Boy,2018,https://boxd.it/5zOxcz,,,,2024-01-12
2024-01-14,Maudie,2016,https://boxd.it/5A6mDv,,,,2024-01-13
2024-01-16,The Circus,1928,https://boxd.it/5BkLsT,,,,2024-01-15
2024-01-16,The Dark Knight Rises,2012,https://boxd.it/5Bv8Gz,4,,,2024-01-15
2024-01-17,Pirates of the Caribbean: The Curse of the Black Pearl,2003,https://boxd.it/5C1LUJ,,,,2024-01-16
2024-01-18,Monster,2023,https://boxd.it/5Ct1ur,4,,,2024-01-17
2024-01-20,Night Swim,2024,https://boxd.it/5DxTOR,1,,,2024-01-19
2024-01-23,Universe,1960,https://boxd.it/5FcrYF,,,,2024-01-22
2024-01-24,Raising Arizona,1987,https://boxd.it/5FCSpf,,,,2024-01-23
2024-01-25,Killers of the Flower Moon,2023,https://boxd.it/5G44oH,,,,2024-01-24
2024-01-26,Troll 2,1990,https://boxd.it/5GxOml,,,,2024-01-25
2024-01-27,Tropic Thunder,2008,https://boxd.it/5GNdZd,4,Yes,,2024-01-26
2024-01-28,Next Floor,2008,https://boxd.it/5Hej5T,,,,2024-01-27
2024-01-29,Anatomy of a Fall,2023,https://boxd.it/5IajFD,4.5,,,2024-01-28
2024-01-31,eXistenZ,1999,https://boxd.it/5J8sUn,,,,2024-01-30
2024-02-01,Sleepy Hollow,1999,https://boxd.it/5JBwTL,3.5,,,2024-01-31
2024-02-02,Poor Things,2023,https://boxd.it/5K0qSd,,,,2024-02-01
2024-02-03,Invisible Life,2019,https://boxd.it/5Kq2v7,,,,2024-02-02
2024-02-05,Ai que Vida!,2008,https://boxd.it/5L8EWD,,,,2024-02-04
2024-02-06,Poor Things,2023,https://boxd.it/5LWrHF,,Yes,,2024-02-05
2024-02-07,Twilight's Kiss,2019,https://boxd.it/5MlD59,,,,2024-02-06
2024-02-09,Lincoln,2012,https://boxd.it/5N9dEn,,,,2024-02-07
2024-02-11,The Zone of Interest,2023,https://boxd.it/5O4bOJ,,,,2024-02-10
2024-02-13,American Sniper,2014,https://boxd.it/5OYsJD,,,,2024-02-12
2024-02-14,"The Good, the Bad and the Ugly",1966,https://boxd.it/5PdQgv,,,,2024-02-13
2024-02-14,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,https://boxd.it/5PmQ1t,,Yes,,2024-02-13
2024-02-14,Borat Subsequent Moviefilm,2020,https://boxd.it/5PpCrX,,Yes,,2024-02-13
2024-02-15,Truth and Justice,2019,https://boxd.it/5PKd2P,,,,2024-02-14
2024-02-19,Prey,2022,https://boxd.it/5RCHqT,,,,2024-02-18
2024-02-19,Cha Cha Real Smooth,2022,https://boxd.it/5RR8m3,4.5,,,2024-02-18
2024-02-22,A History of Violence,2005,https://boxd.it/5TaXIr,,,,2024-02-21
2024-02-24,The Great Escaper,2023,https://boxd.it/5TXVUN,,,,2024-02-23
2024-02-28,"O Brother, Where Art Thou?",2000,https://boxd.it/5VPZHv,,,,2024-02-26
2024-02-29,The Marvels,2023,https://boxd.it/5WjXc1,,,,2024-02-28
2024-03-01,The Sick Kitten,1903,https://boxd.it/5WF88h,,,,2024-02-29
2024-03-01,Falling Cat,1894,https://boxd.it/5WFbKj,,,,2024-02-29
2024-03-01,The Little Girl and Her Cat,1899,https://boxd.it/5WFgvN,,,,2024-02-29
2024-03-03,Dune: Part Two,2024,https://boxd.it/5XxDWl,4.5,,,2024-03-02
2024-03-04,"Are You There God? It's Me, Margaret.",2023,https://boxd.it/5YgGL1,,,,2024-03-03
2024-03-07,Inside Llewyn Davis,2013,https://boxd.it/5ZppaT,,,,2024-03-06
2024-03-07,Pachyderm,2022,https://boxd.it/5ZxL3r,,,,2024-03-06
2024-03-11,American Fiction,2023,https://boxd.it/61ouox,,,,2024-03-10
2024-03-12,Wonka,2023,https://boxd.it/624zAn,,,,2024-03-11
2024-03-13,The Wonderful Story of Henry Sugar,2023,https://boxd.it/62yP35,,,,2024-03-12
2024-03-14,Ricky Stanicky,2024,https://boxd.it/6304ap,,,,2024-03-13
2024-03-15,The Three Caballeros,1944,https://boxd.it/63p88x,,,,2024-03-14
2024-03-16,Fascist Boots Shall Not Trample Our Motherland,1941,https://boxd.it/63OoSB,,,,2024-03-15
2024-03-17,Jodorowsky's Dune,2013,https://boxd.it/64bQsd,,,,2024-03-16
2024-03-18,The Shape of Water,2017,https://boxd.it/64W8n3,,,,2024-03-17
2024-03-21,The Big Lebowski,1998,https://boxd.it/65YPlR,,,,2024-03-19
2024-03-21,Cars 3,2017,https://boxd.it/6661pl,,,,2024-03-20
2024-03-21,Moulin Rouge!,2001,https://boxd.it/66f5gv,,,,2024-03-21
2024-03-27,Macunaima,1969,https://boxd.it/68P31N,,,,2024-03-26
2024-03-28,The Beachnickers 2,2024,https://boxd.it/69rd23,2,,,2024-03-27
2024-03-30,Robot Dreams,2023,https://boxd.it/6autOn,,,,2024-03-29
2024-04-01,The Swan,2023,https://boxd.it/6biiIj,,,,2024-03-31
2024-04-01,Poison,2023,https://boxd.it/6blpGZ,,,,2024-03-31
2024-04-02,10 Things I Hate About You,1999,https://boxd.it/6bLfrx,,,,2024-04-01
2024-04-03,The Gold Rush,1925,https://boxd.it/6cpEqf,,,,2024-04-02
2024-04-04,"One, Two, Three",1961,https://boxd.it/6cR8lN,,,,2024-04-03
2024-04-05,Holy Spider,2022,https://boxd.it/6daMJ9,,,,2024-04-04
2024-04-06,Two Irenes,2017,https://boxd.it/6dCvDz,,,,2024-04-05
2024-04-07,Before the Devil Knows You're Dead,2007,https://boxd.it/6e0e8R,,,,2024-04-06
2024-04-07,12 Angry Men,1957,https://boxd.it/6e6iKx,5,Yes,,2024-04-06
2024-04-09,Psycho,1960,https://boxd.it/6eU96j,,Yes,,2024-04-08
2024-04-10,Orion and the Dark,2024,https://boxd.it/6fexIr,,,,2024-04-09
2024-04-10,Priest,2011,https://boxd.it/6fq1Kf,,,,2024-04-09
2024-04-12,Philadelphia,1993,https://boxd.it/6g9DCt,,,,2024-04-11
